ID	Gene	d2.1_1	d2.2_1	d2.3_1	d30.1_1	d30.2_1	d30.3_1
P5016_enhancer_mutagenesis_508_GtoT	enhancer_mutagenesis_508_GtoT	1790	2962	1201	3679	1746	1754
P5017_enhancer_mutagenesis_508_GtoC	enhancer_mutagenesis_508_GtoC	1052	1147	248	1498	835	596
P5018_enhancer_mutagenesis_508_GtoA	enhancer_mutagenesis_508_GtoA	56	285	1	46	289	77
P5019_enhancer_mutagenesis_508_GtoT	enhancer_mutagenesis_508_GtoT	872	1180	179	643	151	298
P5020_enhancer_mutagenesis_508_GtoC	enhancer_mutagenesis_508_GtoC	519	296	8	58	52	187
P5021_enhancer_mutagenesis_508_GtoA	enhancer_mutagenesis_508_GtoA	698	2077	414	2202	182	540
P5022_enhancer_mutagenesis_508_GtoT	enhancer_mutagenesis_508_GtoT	1	4	1	5	0	1
P5023_enhancer_mutagenesis_508_GtoC	enhancer_mutagenesis_508_GtoC	733	104	98	4	58	4960
P5024_enhancer_mutagenesis_509_GtoA	enhancer_mutagenesis_509_GtoA	934	1796	391	1125	983	584
P5025_enhancer_mutagenesis_509_GtoT	enhancer_mutagenesis_509_GtoT	0	5	0	2	4	1
P5026_enhancer_mutagenesis_509_GtoC	enhancer_mutagenesis_509_GtoC	228	587	213	1047	223	242
P5027_enhancer_mutagenesis_509_GtoA	enhancer_mutagenesis_509_GtoA	1122	2260	168	327	553	370
P5028_enhancer_mutagenesis_509_GtoT	enhancer_mutagenesis_509_GtoT	1382	1765	350	626	986	1924
P5029_enhancer_mutagenesis_509_GtoC	enhancer_mutagenesis_509_GtoC	769	1614	553	1109	882	382
P5030_enhancer_mutagenesis_509_GtoA	enhancer_mutagenesis_509_GtoA	1099	86	81	84	36	160
P5031_enhancer_mutagenesis_509_GtoT	enhancer_mutagenesis_509_GtoT	4419	343	221	15	792	191
P5032_enhancer_mutagenesis_509_GtoC	enhancer_mutagenesis_509_GtoC	1032	206	356	289	502	445
P5033_enhancer_mutagenesis_510_AtoT	enhancer_mutagenesis_510_AtoT	849	1266	166	1194	334	559
P5034_enhancer_mutagenesis_510_AtoC	enhancer_mutagenesis_510_AtoC	563	567	95	223	586	478
P5035_enhancer_mutagenesis_510_AtoG	enhancer_mutagenesis_510_AtoG	2090	3121	251	2398	3288	3074
P5036_enhancer_mutagenesis_510_AtoT	enhancer_mutagenesis_510_AtoT	348	802	253	985	969	370
P5037_enhancer_mutagenesis_510_AtoC	enhancer_mutagenesis_510_AtoC	287	655	465	982	248	454
P5038_enhancer_mutagenesis_510_AtoG	enhancer_mutagenesis_510_AtoG	294	816	133	740	2367	369
P5039_enhancer_mutagenesis_510_AtoT	enhancer_mutagenesis_510_AtoT	1061	507	111	468	3034	78
P5040_enhancer_mutagenesis_510_AtoC	enhancer_mutagenesis_510_AtoC	51	825	62	3	10	4
P5041_enhancer_mutagenesis_510_AtoG	enhancer_mutagenesis_510_AtoG	231	1639	300	166	25	344
P5042_enhancer_mutagenesis_511_GtoA	enhancer_mutagenesis_511_GtoA	810	2061	279	1444	1456	929
P5043_enhancer_mutagenesis_511_GtoT	enhancer_mutagenesis_511_GtoT	1763	1259	364	3153	4006	865
P5044_enhancer_mutagenesis_511_GtoC	enhancer_mutagenesis_511_GtoC	2938	5814	953	5826	3780	4880
P5045_enhancer_mutagenesis_511_GtoA	enhancer_mutagenesis_511_GtoA	306	425	113	535	604	330
P5046_enhancer_mutagenesis_511_GtoT	enhancer_mutagenesis_511_GtoT	772	2153	361	524	496	151
P5047_enhancer_mutagenesis_511_GtoC	enhancer_mutagenesis_511_GtoC	603	1095	224	1680	586	1528
P5048_enhancer_mutagenesis_511_GtoA	enhancer_mutagenesis_511_GtoA	315	549	133	84	2209	18
P5049_enhancer_mutagenesis_511_GtoT	enhancer_mutagenesis_511_GtoT	39	966	117	81	11	4
P5050_enhancer_mutagenesis_511_GtoC	enhancer_mutagenesis_511_GtoC	1050	1449	80	2247	168	22
P5051_enhancer_mutagenesis_512_AtoT	enhancer_mutagenesis_512_AtoT	1486	1228	187	1456	3049	806
P5052_enhancer_mutagenesis_512_AtoC	enhancer_mutagenesis_512_AtoC	870	2223	397	1821	2404	1461
P5053_enhancer_mutagenesis_512_AtoG	enhancer_mutagenesis_512_AtoG	1786	1998	1102	891	1191	1125
P5054_enhancer_mutagenesis_512_AtoT	enhancer_mutagenesis_512_AtoT	524	2106	159	424	197	195
P5055_enhancer_mutagenesis_512_AtoC	enhancer_mutagenesis_512_AtoC	785	657	185	483	225	365
P5056_enhancer_mutagenesis_512_AtoG	enhancer_mutagenesis_512_AtoG	228	323	89	675	1090	279
P5057_enhancer_mutagenesis_512_AtoT	enhancer_mutagenesis_512_AtoT	258	152	104	894	2	18
P5058_enhancer_mutagenesis_512_AtoC	enhancer_mutagenesis_512_AtoC	35	531	74	1141	41	8
P5059_enhancer_mutagenesis_512_AtoG	enhancer_mutagenesis_512_AtoG	3656	2766	2576	451	110	96
P5060_enhancer_mutagenesis_513_TtoA	enhancer_mutagenesis_513_TtoA	2062	3481	899	4031	2719	1238
P5061_enhancer_mutagenesis_513_TtoC	enhancer_mutagenesis_513_TtoC	633	1181	296	580	326	548
P5062_enhancer_mutagenesis_513_TtoG	enhancer_mutagenesis_513_TtoG	386	429	60	917	553	491
P5063_enhancer_mutagenesis_513_TtoA	enhancer_mutagenesis_513_TtoA	388	388	84	366	7	92
P5064_enhancer_mutagenesis_513_TtoC	enhancer_mutagenesis_513_TtoC	994	504	187	366	419	294
P5065_enhancer_mutagenesis_513_TtoG	enhancer_mutagenesis_513_TtoG	2299	3527	471	2495	1544	1162
P5066_enhancer_mutagenesis_513_TtoA	enhancer_mutagenesis_513_TtoA	796	887	67	459	410	1704
P5067_enhancer_mutagenesis_513_TtoC	enhancer_mutagenesis_513_TtoC	56	262	135	47	110	1958
P5068_enhancer_mutagenesis_513_TtoG	enhancer_mutagenesis_513_TtoG	1266	320	264	2883	2692	35
P5069_enhancer_mutagenesis_514_TtoA	enhancer_mutagenesis_514_TtoA	130	667	22	597	4	495
P5070_enhancer_mutagenesis_514_TtoC	enhancer_mutagenesis_514_TtoC	794	2184	200	708	1736	1089
P5071_enhancer_mutagenesis_514_TtoG	enhancer_mutagenesis_514_TtoG	235	530	4	207	952	4
P5072_enhancer_mutagenesis_514_TtoA	enhancer_mutagenesis_514_TtoA	333	814	135	1408	1089	345
P5073_enhancer_mutagenesis_514_TtoC	enhancer_mutagenesis_514_TtoC	90	376	265	199	12	167
P5074_enhancer_mutagenesis_514_TtoG	enhancer_mutagenesis_514_TtoG	1889	1819	484	3097	999	993
P5075_enhancer_mutagenesis_514_TtoA	enhancer_mutagenesis_514_TtoA	1426	171	97	212	3130	3856
P5076_enhancer_mutagenesis_514_TtoC	enhancer_mutagenesis_514_TtoC	504	1181	79	211	20	198
P5077_enhancer_mutagenesis_514_TtoG	enhancer_mutagenesis_514_TtoG	373	54	150	33	382	88
P5078_enhancer_mutagenesis_515_TtoA	enhancer_mutagenesis_515_TtoA	1811	2423	337	2921	2810	1217
P5079_enhancer_mutagenesis_515_TtoC	enhancer_mutagenesis_515_TtoC	478	984	302	1376	1423	482
P5080_enhancer_mutagenesis_515_TtoG	enhancer_mutagenesis_515_TtoG	1686	3198	456	2390	2542	1379
P5081_enhancer_mutagenesis_515_TtoA	enhancer_mutagenesis_515_TtoA	669	480	51	1042	961	214
P5082_enhancer_mutagenesis_515_TtoC	enhancer_mutagenesis_515_TtoC	1532	4420	729	4493	4416	752
P5083_enhancer_mutagenesis_515_TtoG	enhancer_mutagenesis_515_TtoG	489	278	186	280	712	179
P5084_enhancer_mutagenesis_515_TtoA	enhancer_mutagenesis_515_TtoA	535	1739	181	347	29	153
P5085_enhancer_mutagenesis_515_TtoC	enhancer_mutagenesis_515_TtoC	167	565	170	117	3062	48
P5086_enhancer_mutagenesis_515_TtoG	enhancer_mutagenesis_515_TtoG	2516	2020	191	1597	280	1570
P5087_enhancer_mutagenesis_516_TtoA	enhancer_mutagenesis_516_TtoA	2685	4638	418	5319	3528	2218
P5088_enhancer_mutagenesis_516_TtoC	enhancer_mutagenesis_516_TtoC	697	1736	231	1334	280	1703
P5089_enhancer_mutagenesis_516_TtoG	enhancer_mutagenesis_516_TtoG	931	1078	334	633	373	1023
P5090_enhancer_mutagenesis_516_TtoA	enhancer_mutagenesis_516_TtoA	581	1881	497	1207	736	292
P5091_enhancer_mutagenesis_516_TtoC	enhancer_mutagenesis_516_TtoC	354	499	312	767	63	278
P5092_enhancer_mutagenesis_516_TtoG	enhancer_mutagenesis_516_TtoG	251	500	125	375	3315	404
P5093_enhancer_mutagenesis_516_TtoA	enhancer_mutagenesis_516_TtoA	663	35	41	0	15	70
P5094_enhancer_mutagenesis_516_TtoC	enhancer_mutagenesis_516_TtoC	1023	49	78	88	72	10
P5095_enhancer_mutagenesis_516_TtoG	enhancer_mutagenesis_516_TtoG	1099	31	32	14	12	35
P5096_enhancer_mutagenesis_517_CtoA	enhancer_mutagenesis_517_CtoA	1525	1768	982	1817	1242	1178
P5097_enhancer_mutagenesis_517_CtoT	enhancer_mutagenesis_517_CtoT	1527	3526	626	1961	1755	2930
P5098_enhancer_mutagenesis_517_CtoG	enhancer_mutagenesis_517_CtoG	1121	1288	322	1440	1055	930
P5099_enhancer_mutagenesis_517_CtoA	enhancer_mutagenesis_517_CtoA	47	397	82	59	19	84
P5100_enhancer_mutagenesis_517_CtoT	enhancer_mutagenesis_517_CtoT	440	830	167	1608	458	3082
P5101_enhancer_mutagenesis_517_CtoG	enhancer_mutagenesis_517_CtoG	2036	2332	474	2326	3184	3669
P5102_enhancer_mutagenesis_517_CtoA	enhancer_mutagenesis_517_CtoA	1405	1114	338	100	771	17
P5103_enhancer_mutagenesis_517_CtoT	enhancer_mutagenesis_517_CtoT	5	33	97	29	30	9
P5104_enhancer_mutagenesis_517_CtoG	enhancer_mutagenesis_517_CtoG	11	1250	111	124	51	79
P5105_enhancer_mutagenesis_518_TtoA	enhancer_mutagenesis_518_TtoA	988	2649	377	3106	1856	2016
P5106_enhancer_mutagenesis_518_TtoC	enhancer_mutagenesis_518_TtoC	242	721	333	608	558	615
P5107_enhancer_mutagenesis_518_TtoG	enhancer_mutagenesis_518_TtoG	1924	2135	321	3921	2134	2150
P5108_enhancer_mutagenesis_518_TtoA	enhancer_mutagenesis_518_TtoA	640	1445	527	1214	932	732
P5109_enhancer_mutagenesis_518_TtoC	enhancer_mutagenesis_518_TtoC	1364	520	114	792	219	365
P5110_enhancer_mutagenesis_518_TtoG	enhancer_mutagenesis_518_TtoG	155	397	357	341	383	245
P5111_enhancer_mutagenesis_518_TtoA	enhancer_mutagenesis_518_TtoA	1070	189	144	168	329	366
P5112_enhancer_mutagenesis_518_TtoC	enhancer_mutagenesis_518_TtoC	2157	132	54	36	16	17
P5113_enhancer_mutagenesis_518_TtoG	enhancer_mutagenesis_518_TtoG	1876	816	163	935	286	2984
P5114_enhancer_mutagenesis_519_CtoA	enhancer_mutagenesis_519_CtoA	139	21	57	282	463	43
P5115_enhancer_mutagenesis_519_CtoT	enhancer_mutagenesis_519_CtoT	172	294	33	123	456	125
P5116_enhancer_mutagenesis_519_CtoG	enhancer_mutagenesis_519_CtoG	76	28	1	1	43	61
P5117_enhancer_mutagenesis_519_CtoA	enhancer_mutagenesis_519_CtoA	575	1900	299	1258	2093	386
P5118_enhancer_mutagenesis_519_CtoT	enhancer_mutagenesis_519_CtoT	771	1703	206	1743	51	283
P5119_enhancer_mutagenesis_519_CtoG	enhancer_mutagenesis_519_CtoG	291	121	41	14	77	781
P5120_enhancer_mutagenesis_519_CtoA	enhancer_mutagenesis_519_CtoA	0	3	3	0	0	2
P5121_enhancer_mutagenesis_519_CtoT	enhancer_mutagenesis_519_CtoT	296	3166	452	624	39	2757
P5122_enhancer_mutagenesis_519_CtoG	enhancer_mutagenesis_519_CtoG	630	1872	223	549	238	167
P5123_enhancer_mutagenesis_520_TtoA	enhancer_mutagenesis_520_TtoA	2240	2752	822	1362	2064	2937
P5124_enhancer_mutagenesis_520_TtoC	enhancer_mutagenesis_520_TtoC	349	1361	334	609	789	571
P5125_enhancer_mutagenesis_520_TtoG	enhancer_mutagenesis_520_TtoG	620	1753	211	614	553	2365
P5126_enhancer_mutagenesis_520_TtoA	enhancer_mutagenesis_520_TtoA	22	4	13	1	1	23
P5127_enhancer_mutagenesis_520_TtoC	enhancer_mutagenesis_520_TtoC	1626	984	149	1134	578	579
P5128_enhancer_mutagenesis_520_TtoG	enhancer_mutagenesis_520_TtoG	260	713	414	803	232	482
P5129_enhancer_mutagenesis_520_TtoA	enhancer_mutagenesis_520_TtoA	1219	1018	477	2507	1938	7
P5130_enhancer_mutagenesis_520_TtoC	enhancer_mutagenesis_520_TtoC	1767	2073	351	2793	439	1189
P5131_enhancer_mutagenesis_520_TtoG	enhancer_mutagenesis_520_TtoG	1002	954	85	174	199	1694
P5132_enhancer_mutagenesis_521_TtoA	enhancer_mutagenesis_521_TtoA	91	461	37	185	390	247
P5133_enhancer_mutagenesis_521_TtoC	enhancer_mutagenesis_521_TtoC	1261	1483	514	1325	316	1924
P5134_enhancer_mutagenesis_521_TtoG	enhancer_mutagenesis_521_TtoG	0	3	0	2	1	0
P5135_enhancer_mutagenesis_521_TtoA	enhancer_mutagenesis_521_TtoA	49	709	18	61	15	1
P5136_enhancer_mutagenesis_521_TtoC	enhancer_mutagenesis_521_TtoC	94	57	406	178	119	69
P5137_enhancer_mutagenesis_521_TtoG	enhancer_mutagenesis_521_TtoG	713	56	1873	30	83	31
P5138_enhancer_mutagenesis_521_TtoA	enhancer_mutagenesis_521_TtoA	201	162	94	391	305	66
P5139_enhancer_mutagenesis_521_TtoC	enhancer_mutagenesis_521_TtoC	322	1347	139	502	1319	250
P5140_enhancer_mutagenesis_521_TtoG	enhancer_mutagenesis_521_TtoG	1485	2185	373	506	724	2433
P5141_enhancer_mutagenesis_522_TtoA	enhancer_mutagenesis_522_TtoA	667	1172	217	1569	582	1372
P5142_enhancer_mutagenesis_522_TtoC	enhancer_mutagenesis_522_TtoC	0	4	0	4	2	4
P5143_enhancer_mutagenesis_522_TtoG	enhancer_mutagenesis_522_TtoG	177	719	422	445	467	145
P5144_enhancer_mutagenesis_522_TtoA	enhancer_mutagenesis_522_TtoA	692	280	98	16	428	1564
P5145_enhancer_mutagenesis_522_TtoC	enhancer_mutagenesis_522_TtoC	242	101	144	8	2	10
P5146_enhancer_mutagenesis_522_TtoG	enhancer_mutagenesis_522_TtoG	18	970	140	297	448	6
P5147_enhancer_mutagenesis_522_TtoA	enhancer_mutagenesis_522_TtoA	570	514	137	474	545	434
P5148_enhancer_mutagenesis_522_TtoC	enhancer_mutagenesis_522_TtoC	459	587	419	850	420	347
P5149_enhancer_mutagenesis_522_TtoG	enhancer_mutagenesis_522_TtoG	542	1944	306	1191	131	2031
P5150_enhancer_mutagenesis_523_CtoA	enhancer_mutagenesis_523_CtoA	143	906	40	523	599	482
P5151_enhancer_mutagenesis_523_CtoT	enhancer_mutagenesis_523_CtoT	1283	275	138	949	483	795
P5152_enhancer_mutagenesis_523_CtoG	enhancer_mutagenesis_523_CtoG	1427	1471	201	1297	784	590
P5153_enhancer_mutagenesis_523_CtoA	enhancer_mutagenesis_523_CtoA	906	1695	1081	684	407	241
P5154_enhancer_mutagenesis_523_CtoT	enhancer_mutagenesis_523_CtoT	162	257	149	227	298	256
P5155_enhancer_mutagenesis_523_CtoG	enhancer_mutagenesis_523_CtoG	502	1979	107	991	719	243
P5156_enhancer_mutagenesis_523_CtoA	enhancer_mutagenesis_523_CtoA	865	405	3086	104	5139	144
P5157_enhancer_mutagenesis_523_CtoT	enhancer_mutagenesis_523_CtoT	20	5	11	9	97	4
P5158_enhancer_mutagenesis_523_CtoG	enhancer_mutagenesis_523_CtoG	1731	150	65	734	69	1610
P5159_enhancer_mutagenesis_524_TtoA	enhancer_mutagenesis_524_TtoA	1203	3407	1195	4890	4499	1213
P5160_enhancer_mutagenesis_524_TtoC	enhancer_mutagenesis_524_TtoC	1368	3473	1232	1622	1350	2552
P5161_enhancer_mutagenesis_524_TtoG	enhancer_mutagenesis_524_TtoG	1029	1664	276	1399	987	2142
P5162_enhancer_mutagenesis_524_TtoA	enhancer_mutagenesis_524_TtoA	617	323	95	113	13	15
P5163_enhancer_mutagenesis_524_TtoC	enhancer_mutagenesis_524_TtoC	368	104	98	76	154	106
P5164_enhancer_mutagenesis_524_TtoG	enhancer_mutagenesis_524_TtoG	23	540	127	154	1767	50
P5165_enhancer_mutagenesis_524_TtoA	enhancer_mutagenesis_524_TtoA	329	1733	197	1917	781	341
P5166_enhancer_mutagenesis_524_TtoC	enhancer_mutagenesis_524_TtoC	1390	2119	522	2091	1910	1222
P5167_enhancer_mutagenesis_524_TtoG	enhancer_mutagenesis_524_TtoG	2165	3081	903	3942	1337	1156
P5168_enhancer_mutagenesis_525_CtoA	enhancer_mutagenesis_525_CtoA	325	999	121	487	539	666
P5169_enhancer_mutagenesis_525_CtoT	enhancer_mutagenesis_525_CtoT	1911	2980	348	3037	4794	1745
P5170_enhancer_mutagenesis_525_CtoG	enhancer_mutagenesis_525_CtoG	1008	1085	541	1061	1742	2274
P5171_enhancer_mutagenesis_525_CtoA	enhancer_mutagenesis_525_CtoA	1279	2406	300	2052	747	501
P5172_enhancer_mutagenesis_525_CtoT	enhancer_mutagenesis_525_CtoT	2476	1711	655	1085	1195	862
P5173_enhancer_mutagenesis_525_CtoG	enhancer_mutagenesis_525_CtoG	712	745	936	347	1194	291
P5174_enhancer_mutagenesis_525_CtoA	enhancer_mutagenesis_525_CtoA	347	409	231	23	30	31
P5175_enhancer_mutagenesis_525_CtoT	enhancer_mutagenesis_525_CtoT	947	968	18	35	122	26
P5176_enhancer_mutagenesis_525_CtoG	enhancer_mutagenesis_525_CtoG	570	166	76	59	21	142
P5177_enhancer_mutagenesis_526_AtoT	enhancer_mutagenesis_526_AtoT	1138	2831	669	1287	1658	1158
P5178_enhancer_mutagenesis_526_AtoC	enhancer_mutagenesis_526_AtoC	294	1027	406	644	2	227
P5179_enhancer_mutagenesis_526_AtoG	enhancer_mutagenesis_526_AtoG	472	88	82	379	20	162
P5180_enhancer_mutagenesis_526_AtoT	enhancer_mutagenesis_526_AtoT	1304	4582	492	1136	3812	655
P5181_enhancer_mutagenesis_526_AtoC	enhancer_mutagenesis_526_AtoC	1140	1577	815	1169	6727	457
P5182_enhancer_mutagenesis_526_AtoG	enhancer_mutagenesis_526_AtoG	908	1131	272	1335	518	777
P5183_enhancer_mutagenesis_526_AtoT	enhancer_mutagenesis_526_AtoT	30	1164	45	798	666	9
P5184_enhancer_mutagenesis_526_AtoC	enhancer_mutagenesis_526_AtoC	2	964	37	13	0	2
P5185_enhancer_mutagenesis_526_AtoG	enhancer_mutagenesis_526_AtoG	0	0	0	1	2	0
P5186_enhancer_mutagenesis_527_GtoA	enhancer_mutagenesis_527_GtoA	46	130	46	681	16	204
P5187_enhancer_mutagenesis_527_GtoT	enhancer_mutagenesis_527_GtoT	122	158	10	110	422	6
P5188_enhancer_mutagenesis_527_GtoC	enhancer_mutagenesis_527_GtoC	406	1089	139	1310	1057	923
P5189_enhancer_mutagenesis_527_GtoA	enhancer_mutagenesis_527_GtoA	1087	279	127	132	518	112
P5190_enhancer_mutagenesis_527_GtoT	enhancer_mutagenesis_527_GtoT	861	1319	277	3439	1452	416
P5191_enhancer_mutagenesis_527_GtoC	enhancer_mutagenesis_527_GtoC	1206	2591	404	1160	1786	2232
P5192_enhancer_mutagenesis_527_GtoA	enhancer_mutagenesis_527_GtoA	6	1014	38	30	5	7
P5193_enhancer_mutagenesis_527_GtoT	enhancer_mutagenesis_527_GtoT	10	7	12	0	0	5
P5194_enhancer_mutagenesis_527_GtoC	enhancer_mutagenesis_527_GtoC	388	18	72	31	57	0
P5195_enhancer_mutagenesis_528_CtoA	enhancer_mutagenesis_528_CtoA	1866	2279	396	2167	1016	867
P5196_enhancer_mutagenesis_528_CtoT	enhancer_mutagenesis_528_CtoT	242	1706	81	343	621	591
P5197_enhancer_mutagenesis_528_CtoG	enhancer_mutagenesis_528_CtoG	1394	3258	445	1918	6424	2392
P5198_enhancer_mutagenesis_528_CtoA	enhancer_mutagenesis_528_CtoA	462	755	758	1352	129	430
P5199_enhancer_mutagenesis_528_CtoT	enhancer_mutagenesis_528_CtoT	915	1507	787	1913	642	601
P5200_enhancer_mutagenesis_528_CtoG	enhancer_mutagenesis_528_CtoG	680	1594	379	446	57	449
P5201_enhancer_mutagenesis_528_CtoA	enhancer_mutagenesis_528_CtoA	40	146	68	74	5	9
P5202_enhancer_mutagenesis_528_CtoT	enhancer_mutagenesis_528_CtoT	851	1379	99	363	374	2021
P5203_enhancer_mutagenesis_528_CtoG	enhancer_mutagenesis_528_CtoG	696	1731	126	354	62	130
P5204_enhancer_mutagenesis_529_TtoA	enhancer_mutagenesis_529_TtoA	1060	1380	149	1682	1936	3087
P5205_enhancer_mutagenesis_529_TtoC	enhancer_mutagenesis_529_TtoC	1513	2155	792	3419	1561	780
P5206_enhancer_mutagenesis_529_TtoG	enhancer_mutagenesis_529_TtoG	150	1234	98	408	26	281
P5207_enhancer_mutagenesis_529_TtoA	enhancer_mutagenesis_529_TtoA	1683	2616	579	1379	1715	2197
P5208_enhancer_mutagenesis_529_TtoC	enhancer_mutagenesis_529_TtoC	882	2073	551	922	422	274
P5209_enhancer_mutagenesis_529_TtoG	enhancer_mutagenesis_529_TtoG	202	895	122	777	1124	220
P5210_enhancer_mutagenesis_529_TtoA	enhancer_mutagenesis_529_TtoA	113	532	87	113	128	137
P5211_enhancer_mutagenesis_529_TtoC	enhancer_mutagenesis_529_TtoC	415	133	101	76	196	166
P5212_enhancer_mutagenesis_529_TtoG	enhancer_mutagenesis_529_TtoG	970	36	22	16	2475	1683
P5213_enhancer_mutagenesis_530_TtoA	enhancer_mutagenesis_530_TtoA	616	1363	273	1199	1270	1766
P5214_enhancer_mutagenesis_530_TtoC	enhancer_mutagenesis_530_TtoC	639	1217	308	1529	858	1404
P5215_enhancer_mutagenesis_530_TtoG	enhancer_mutagenesis_530_TtoG	745	1013	119	1030	1020	946
P5216_enhancer_mutagenesis_530_TtoA	enhancer_mutagenesis_530_TtoA	851	984	244	992	302	1477
P5217_enhancer_mutagenesis_530_TtoC	enhancer_mutagenesis_530_TtoC	2151	4782	995	2696	1394	5415
P5218_enhancer_mutagenesis_530_TtoG	enhancer_mutagenesis_530_TtoG	330	563	172	853	104	201
P5219_enhancer_mutagenesis_530_TtoA	enhancer_mutagenesis_530_TtoA	5	16	0	23	10	6
P5220_enhancer_mutagenesis_530_TtoC	enhancer_mutagenesis_530_TtoC	79	265	74	379	511	1932
P5221_enhancer_mutagenesis_530_TtoG	enhancer_mutagenesis_530_TtoG	40	1020	120	180	16	77
P5222_enhancer_mutagenesis_531_GtoA	enhancer_mutagenesis_531_GtoA	22	5	0	5	4	5
P5223_enhancer_mutagenesis_531_GtoT	enhancer_mutagenesis_531_GtoT	2052	2757	338	2377	1949	1990
P5224_enhancer_mutagenesis_531_GtoC	enhancer_mutagenesis_531_GtoC	1707	868	198	3170	2013	1192
P5225_enhancer_mutagenesis_531_GtoA	enhancer_mutagenesis_531_GtoA	800	1115	640	1154	297	396
P5226_enhancer_mutagenesis_531_GtoT	enhancer_mutagenesis_531_GtoT	699	2038	363	1017	902	454
P5227_enhancer_mutagenesis_531_GtoC	enhancer_mutagenesis_531_GtoC	111	1602	204	390	436	567
P5228_enhancer_mutagenesis_531_GtoA	enhancer_mutagenesis_531_GtoA	6	12	22	21	1	39
P5229_enhancer_mutagenesis_531_GtoT	enhancer_mutagenesis_531_GtoT	238	38	26	1521	1928	35
P5230_enhancer_mutagenesis_531_GtoC	enhancer_mutagenesis_531_GtoC	331	100	44	9	6	9
P5231_enhancer_mutagenesis_532_AtoT	enhancer_mutagenesis_532_AtoT	28	1077	58	1464	92	27
P5232_enhancer_mutagenesis_532_AtoC	enhancer_mutagenesis_532_AtoC	38	26	2	27	3	14
P5233_enhancer_mutagenesis_532_AtoG	enhancer_mutagenesis_532_AtoG	9	5	1	127	1	7
P5234_enhancer_mutagenesis_532_AtoT	enhancer_mutagenesis_532_AtoT	357	2202	624	1222	745	570
P5235_enhancer_mutagenesis_532_AtoC	enhancer_mutagenesis_532_AtoC	2268	4948	771	5435	2484	2654
P5236_enhancer_mutagenesis_532_AtoG	enhancer_mutagenesis_532_AtoG	361	552	442	773	101	1013
P5237_enhancer_mutagenesis_532_AtoT	enhancer_mutagenesis_532_AtoT	2248	5475	1134	2522	7428	3106
P5238_enhancer_mutagenesis_532_AtoC	enhancer_mutagenesis_532_AtoC	1631	1695	520	1617	1838	796
P5239_enhancer_mutagenesis_532_AtoG	enhancer_mutagenesis_532_AtoG	971	2063	412	1365	1202	5273
P5240_enhancer_mutagenesis_533_AtoT	enhancer_mutagenesis_533_AtoT	50	19	17	9	6	10
P5241_enhancer_mutagenesis_533_AtoC	enhancer_mutagenesis_533_AtoC	394	898	21	971	17	5
P5242_enhancer_mutagenesis_533_AtoG	enhancer_mutagenesis_533_AtoG	309	722	66	49	54	4
P5243_enhancer_mutagenesis_533_AtoT	enhancer_mutagenesis_533_AtoT	1550	830	91	768	1008	1245
P5244_enhancer_mutagenesis_533_AtoC	enhancer_mutagenesis_533_AtoC	1099	3642	418	2770	2402	2318
P5245_enhancer_mutagenesis_533_AtoG	enhancer_mutagenesis_533_AtoG	433	400	9	111	505	147
P5246_enhancer_mutagenesis_533_AtoT	enhancer_mutagenesis_533_AtoT	1596	1640	680	3126	586	866
P5247_enhancer_mutagenesis_533_AtoC	enhancer_mutagenesis_533_AtoC	959	1161	475	962	1130	923
P5248_enhancer_mutagenesis_533_AtoG	enhancer_mutagenesis_533_AtoG	1171	1389	531	791	1569	611
P5249_enhancer_mutagenesis_534_AtoT	enhancer_mutagenesis_534_AtoT	328	909	95	100	9	86
P5250_enhancer_mutagenesis_534_AtoC	enhancer_mutagenesis_534_AtoC	1984	24	1986	777	1	1415
P5251_enhancer_mutagenesis_534_AtoG	enhancer_mutagenesis_534_AtoG	825	41	106	1504	32	7
P5252_enhancer_mutagenesis_534_AtoT	enhancer_mutagenesis_534_AtoT	383	1063	44	1152	84	916
P5253_enhancer_mutagenesis_534_AtoC	enhancer_mutagenesis_534_AtoC	1615	1387	212	1992	4173	722
P5254_enhancer_mutagenesis_534_AtoG	enhancer_mutagenesis_534_AtoG	1	4	0	2	1	3
P5255_enhancer_mutagenesis_534_AtoT	enhancer_mutagenesis_534_AtoT	30	303	20	42	4	35
P5256_enhancer_mutagenesis_534_AtoC	enhancer_mutagenesis_534_AtoC	753	1153	380	758	925	595
P5257_enhancer_mutagenesis_534_AtoG	enhancer_mutagenesis_534_AtoG	216	215	119	1204	28	150
P5258_enhancer_mutagenesis_535_TtoA	enhancer_mutagenesis_535_TtoA	55	133	30	128	98	16
P5259_enhancer_mutagenesis_535_TtoC	enhancer_mutagenesis_535_TtoC	1467	893	24	44	44	44
P5260_enhancer_mutagenesis_535_TtoG	enhancer_mutagenesis_535_TtoG	116	167	30	105	11	1401
P5261_enhancer_mutagenesis_535_TtoA	enhancer_mutagenesis_535_TtoA	597	2052	280	1758	740	1258
P5262_enhancer_mutagenesis_535_TtoC	enhancer_mutagenesis_535_TtoC	1745	1189	220	2472	809	1549
P5263_enhancer_mutagenesis_535_TtoG	enhancer_mutagenesis_535_TtoG	389	562	69	1791	227	618
P5264_enhancer_mutagenesis_535_TtoA	enhancer_mutagenesis_535_TtoA	2750	838	538	1075	929	790
